Nutrient_Database_Number^Food_Group_Code^Food_Group_Name^Long_Description^Short_Description^Common_Name^Manufacturer_Name^Survey^Refused_Or_Inedible_Part_Descrption^Percentage_OfRefuse_By_Weight^Scientific_Name^Nitrogen_To_Protein_Converting_Factor^Protein_Factor^Fat_Factor^Carbohydrate_Factor^Alanine_g^Alcohol_ethyl_g^Arginine_g^Ash_g^Aspartic_acid_g^Beta_sitosterol_mg^Betaine_mg^Caffeine_mg^Calcium_Ca_mg^Campesterol_mg^Carbohydrate_by_difference_g^Carotene_alpha_mcg^Carotene_beta_mcg^Cholesterol_mg^Choline_mg^Copper_Cu_mg^Cryptoxanthin_beta_mcg^Cystine_g^Dietary_fiber_g^Dihydrophylloquinone_mcg^Energy_kJ^Energy_kcal^Fluoride_F_mcg^Folate_DFE_mcg^Folate_food_mcg^Folate_mcg^Folic_acid_mcg}^Fructose_g^Galactose_g^Glucose__dextrose_g^Glutamic_acid_g^Glycine_g^Histidine_g^Hydroxyproline_g^Iron_Fe_mg^Isoleucine_g^Lactose_g^Leucine_g^Lutein_added_with_zeaxanthin_mcg^Lycopene_mcg^Lysine_g^Magnesium_Mg_mg^Maltose_g^Manganese_Mn_mg^Menaquinone_4_mcg^Methionine_g^Monounsaturated_fatty_acids_g^Niacin_mg^Pantothenic_acid_mg^Phenylalanine_g^Phosphorus_P_mg^Phytosterols_mg^polyunsaturated_fatty_acids_g^Potassium_K_mg^Proline_g^Retinol_mcg^Riboflavin_mg^saturated_fatty_acids_g^Selenium_Se_mcg^Serine_g^Sodium_Na_mg^Starch_g^Stigmasterol_mg^Sucrose_g^Sugars_g^Theobromine_mg^Thiamin_mg^Threonine_g^Tocopherol_beta_mg^Tocopherol_delta_mg^Tocopherol_gamma_mg^Tocotrienol_alpha_mg^Tocotrienol_beta_mg^Tocotrienol_delta_mg^Tocotrienol_gamma_mg^Total_lipid_fat_g^trans_fatty_acids_g^trans_monoenoic_fatty_acids_g^trans_polyenoic_fatty_acids_g^Tryptophan_g^Tyrosine_g^Valine_g^Vitamin_A_IU_IU^Vitamin_A_RAE_mcg^Vitamin_B_12_mcg^Vitamin_B_6_mg^Vitamin_C_ascorbic_acid_mg^Vitamin_D2__ergocalciferol_mcg^Vitamin_D3__cholecalciferol_mcg^Vitamin_D_IU^Vitamin_D__D2_added_with_D3_mcg^Vitamin_E__alpha_tocopherol_mg^Vitamin_K__phylloquinone_mcg^Water_g^Zinc_Zn_mg
01001^0100^Dairy and Egg Products^Butter, salted^BUTTER,WITH SALT^^^Y^^0^^6.38^4.27^8.79^3.87^0.029^0^0.031^2.11^0.064^4^0.3^0^24^0^0.06^0^158^215^18.8^0^0^0.008^0^0^2999^0^2.8^3^3^3^0^0^0^0^0.178^0.018^0.023^0^0.02^0.051^0^0.083^0^0^0.067^2^0^0^0^0.021^21.021^0.042^0.11^0.041^24^0^3.043^24^0.082^0^0.034^51.368^1^0.046^643^0^0^0^0.06^0^0.005^0.038^0^0^0^0^0^0^0^81.11^3.278^2.982^0.296^0.012^0.041^0.057^2499^684^0.17^0.003^0^0^0^0^0^2.32^7^16.17^0.09
01002^0100^Dairy and Egg Products^Butter, whipped, with salt^BUTTER,WHIPPED,W/ SALT^^^Y^^0^^6.38^^^^0.029^0^0.031^1.62^0.064^0^0.3^0^23^0^0^1^135^225^18.8^0.01^6^0.008^0^0^3058^731^2.8^4^4^4^0^0^0^0^0.178^0.018^0.023^0^0.05^0.051^0^0.083^13^0^0.067^1^0^0.001^20.9^0.021^19.874^0.022^0.097^0.041^24^0^3.331^41^0.082^0^0.064^45.39^0^0.046^583^0^0^0^0.06^0^0.007^0.038^0.07^0^0.08^0.12^0^0^0^78.3^2.669^2.157^0.511^0.012^0.041^0.057^2468^683^0.07^0.008^0^0^0^0^0^1.37^4.6^16.72^0.05
01003^0100^Dairy and Egg Products^Butter oil, anhydrous^BUTTER OIL,ANHYDROUS^^^Y^^0^^6.38^4.27^8.79^3.87^0.01^0^0.01^0^0.021^0^0^0^4^0^0^0^193^256^22.3^0.001^0^0.003^0^0^3665^876^0^0^0^0^0^0^0^0^0.059^0.006^0.008^0^0^0.017^0^0.027^0^0^0.022^0^0^0^0^0.007^28.732^0.003^0.01^0.014^3^0^3.694^5^0.027^0^0.005^61.924^0^0.015^2^0^0^0^0^0^0.001^0.013^0^0^0^0^0^0^0^99.48^0^0^0^0.004^0.014^0.019^3069^840^0.01^0.001^0^0^0^0^0^2.8^8.6^0.24^0.01
01004^0100^Dairy and Egg Products^Cheese, blue^CHEESE,BLUE^^^Y^^0^^6.38^4.27^8.79^3.87^0.644^0^0.711^5.11^1.436^0^0^0^528^0^2.34^0^74^75^15.4^0.04^0^0.107^0^0^1477^353^0^36^36^36^0^0^0^0^5.179^0.406^0.758^0^0.31^1.124^0^1.919^0^0^1.852^23^0^0.009^0^0.584^7.778^1.016^1.729^1.087^387^0^0.8^256^2.1^0^0.382^18.669^14.5^1.12^1146^0^0^0^0.5^0^0.029^0.785^0^0^0^0^0^0^0^28.74^0^0^0^0.312^1.295^1.556^721^198^1.22^0.166^0^0^0.5^21^0.5^0.25^2.4^42.41^2.66
01005^0100^Dairy and Egg Products^Cheese, brick^CHEESE,BRICK^^^Y^^0^^6.38^4.27^8.79^3.87^0.67^0^0.874^3.18^1.588^0^0^0^674^0^2.79^0^76^94^15.4^0.024^0^0.131^0^0^1552^371^0^20^20^20^0^0^0^0^5.515^0.437^0.823^0^0.43^1.137^0^2.244^0^0^2.124^24^0^0.012^0^0.565^8.598^0.118^0.288^1.231^451^0^0.784^136^2.575^0^0.351^18.764^14.5^1.289^560^0^0^0^0.51^0^0.014^0.882^0^0^0^0^0^0^0^29.68^0^0^0^0.324^1.115^1.472^1080^292^1.26^0.065^0^0^0.5^22^0.5^0.26^2.5^41.11^2.6
01006^0100^Dairy and Egg Products^Cheese, brie^CHEESE,BRIE^^^Y^^0^^6.38^4.27^8.79^3.87^0.859^0^0.735^2.7^1.35^0^0^0^184^0^0.45^0^9^100^15.4^0.019^0^0.114^0^0^1396^334^0^65^65^65^0^0^0^0^4.387^0.397^0.716^0^0.5^1.015^0^1.929^0^0^1.851^20^0^0.034^0^0.592^8.013^0.38^0.69^1.158^188^0^0.826^152^2.459^0^0.52^17.41^14.5^1.168^629^0^0^0^0.45^0^0.07^0.751^0^0^0^0^0^0^0^27.68^0^0^0^0.322^1.2^1.34^592^174^1.65^0.235^0^0^0.5^20^0.5^0.24^2.3^48.42^2.38
01007^0100^Dairy and Egg Products^Cheese, camembert^CHEESE,CAMEMBERT^^^Y^^0^^6.38^4.27^8.79^3.87^0.819^0^0.701^3.68^1.288^0^0^0^388^0^0.46^0^12^72^15.4^0.021^0^0.109^0^0^1253^300^0^62^62^62^0^0^0^0^4.187^0.379^0.683^0^0.33^0.968^0^1.84^0^0^1.766^20^0^0.038^0^0.565^7.023^0.63^1.364^1.105^347^0^0.724^187^2.346^0^0.488^15.259^14.5^1.114^842^0^0^0^0.46^0^0.028^0.717^0^0^0^0^0^0^0^24.26^0^0^0^0.307^1.145^1.279^820^241^1.3^0.227^0^0^0.4^18^0.4^0.21^2^51.8^2.38
01008^0100^Dairy and Egg Products^Cheese, caraway^CHEESE,CARAWAY^^^^^0^^6.38^4.27^8.79^3.87^0.711^0^0.952^3.28^1.618^0^0^0^673^0^3.06^0^0^93^0^0.024^0^0.126^0^0^1573^376^0^18^18^18^0^0^0^0^6.16^0.439^0.884^0^0.64^1.563^0^2.412^0^0^2.095^22^0^0.021^0^0.659^8.275^0.18^0.19^1.326^490^0^0.83^93^2.838^0^0.45^18.584^14.5^1.472^690^0^0^0^0^0^0.031^0.896^0^0^0^0^0^0^0^29.2^0^0^0^0.324^1.216^1.682^1054^271^0.27^0.074^0^0^0^0^0^0^0^39.28^2.94
01009^0100^Dairy and Egg Products^Cheese, cheddar (Includes foods for USDA's Food Distribution Program)^CHEESE,CHEDDAR^^^Y^^0^^^^^^0.751^0^0.547^3.71^1.734^0^0.7^0^710^0^3.37^0^85^99^16.5^0.03^0^0.123^0^0^1684^403^0^27^27^27^0^0^0.1^0.26^4.735^0.547^0.547^0^0.14^1.206^0.12^1.939^0^0^1.025^27^0^0.027^8.6^0.547^9.391^0.059^0.41^1.074^455^0^0.942^76^2.497^0^0.428^18.867^28.5^0.78^653^0^0^0^0.48^0^0.029^1.044^0^0^0^0^0^0^0^33.31^0^0^0^0.547^1.108^1.404^1242^337^1.1^0.066^0^0^0.6^24^0.6^0.71^2.4^36.75^3.64
01010^0100^Dairy and Egg Products^Cheese, cheshire^CHEESE,CHESHIRE^^^^^0^^6.38^4.27^8.79^3.87^0.659^0^0.883^3.6^1.502^0^0^0^643^0^4.78^0^0^103^0^0.042^0^0.117^0^0^1620^387^0^18^18^18^0^0^0^0^5.718^0.403^0.821^0^0.21^1.451^0^2.238^0^0^1.945^21^0^0.012^0^0.612^8.671^0.08^0.413^1.231^464^0^0.87^95^2.634^0^0.293^19.475^14.5^1.366^700^0^0^0^0^0^0.046^0.832^0^0^0^0^0^0^0^30.6^0^0^0^0.3^1.128^1.56^985^233^0.83^0.074^0^0^0^0^0^0^0^37.65^2.79
01011^0100^Dairy and Egg Products^Cheese, colby^CHEESE,COLBY^^^Y^^0^^6.38^4.27^8.79^3.87^0.67^0^0.898^3.36^1.527^0^0^0^685^0^2.57^0^82^95^15.4^0.042^0^0.119^0^0^1647^394^0^18^18^18^0^0^0^0^5.813^0.41^0.834^0^0.76^1.475^0^2.275^0^0^1.978^26^0^0.012^0^0.622^9.28^0.093^0.21^1.251^457^0^0.953^127^2.678^0^0.375^20.218^14.5^1.389^604^0^0^0^0.52^0^0.015^0.845^0^0^0^0^0^0^0^32.11^0^0^0^0.305^1.147^1.586^994^264^0.83^0.079^0^0^0.6^24^0.6^0.28^2.7^38.2^3.07
01012^0100^Dairy and Egg Products^Cheese, cottage, creamed, large or small curd^CHEESE,COTTAGE,CRMD,LRG OR SML CURD^^^Y^^0^^6.38^4.27^8.79^3.87^0.384^0^0.497^1.41^0.905^0^0.7^0^83^0^3.38^0^12^17^18.4^0.029^0^0.066^0^0^412^98^31.6^12^12^12^0^0^0^0^2.603^0.222^0.326^0^0.07^0.591^2.67^1.116^0^0^0.934^8^0^0.002^0.9^0.269^0.778^0.099^0.557^0.577^159^0^0.123^104^1.229^0^0.163^1.718^9.7^0.639^315^0^0^0^2.67^0^0.027^0.5^0^0^0^0^0^0^0^4.3^0^0^0^0.147^0.604^0.748^140^37^0.43^0.046^0^0^0.1^3^0.1^0.08^0^79.79^0.4
